ProjectName,LayerCategory,CategoryID,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType,LocationSeq,IsPrimary,ParcelID
Corkscrew Road,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2022-10-25,2022-10-25,2022,Accepted,1856,7,Unknown,"Development Order - Corkscrew Pines, Convenience Store/Gas Station (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive. Applicant is proposing a4,667 s.f. convenience store, with ±1,000 s.f. carwash","Development Order - Corkscrew Pines, Convenience Store/Gas Station (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive. Applicant is proposing a4,667 s.f. convenience store, with ±1,000 s.f. carwash. Action: No formal action recorded. Development Order - Corkscrew Pines, Convenience Store/Gas Station (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive. Applicant is proposing a4,667 s.f. con...","No formal action recorded. Development Order - Corkscrew Pines, Convenience Store/Gas Station (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive. Applicant is proposing a4,667 s.f. convenience store, with ±1,000 s.f. carwash","No formal action recorded. Development Order - Corkscrew Pines, Convenience Store/Gas Station (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive. Applicant is proposing a4,667 s.f. convenience store, with ±1,000 s.f. carwash",,,,,,DOS2021-E008,5,"Corkscrew Pines project site, Estero, FL","Corkscrew Pines project site, Estero, FL",26.4383,-81.7603,1.0,null,10252022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/10252022%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-03-14,2023-03-14,2023,Accepted,368,1,Vote,"Corkscrew Pines Infrastructure - Development Order (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and west of Firehouse Lane. Applicant is proposing to construct the backbone infrastructure...","Corkscrew Pines Infrastructure - Development Order (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and west of Firehouse Lane. Applicant is proposing to construct the backbone infrastructure for futu. Action: Approved the infrastructure plan contingent upon the authorization of the CDD and the completion of the utility sign-offs",Approved the infrastructure plan contingent upon the authorization of the CDD and the completion of the utility sign-offs,Approved the infrastructure plan contingent upon the authorization of the CDD and the completion of the utility sign-offs,Approved the infrastructure plan contingent upon the authorization of the CDD and the completion of the utility sign-offs,,,See minutes,,DOS2021-E008,5,"Corkscrew Pines project site, Estero, FL","Corkscrew Pines project site, Estero, FL",26.4383,-81.7603,1.0,null,03142023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/03142023%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2024-05-15,2024-05-15,2024,Accepted,786,3,Resolution,"Resolution No. 2024-05 Corkscrew Pines Replat (PLT2022-E004) A Resolution of The Village Council of the Village of Estero, Florida, Approving Corkscrew Pines Replat of Tracts A, B, C, D, F, H and I of Stoneybrook Unit 8 Located on Corkscrew Road,...","Resolution No. 2024-05 Corkscrew Pines Replat (PLT2022-E004) A Resolution of The Village Council of the Village of Estero, Florida, Approving Corkscrew Pines Replat of Tracts A, B, C, D, F, H and I of Stoneybrook Unit 8 Located on Corkscrew Road, As Recor. Action: Approved Resolution No. 2024-05",Approved Resolution No. 2024-05,Approved Resolution No. 2024-05,Approved Resolution No. 2024-05,,,Detected,,Resolution No. 2024-05,,"Corkscrew Pines project site, Estero, FL","Corkscrew Pines project site, Estero, FL",26.4383,-81.7603,1.0,TD/CS,05152024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/05152024%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2016-08-31,2016-08-31,2016,Accepted,1392,18,Discussion,"Assumption of Road Maintenance Responsibilities (Municipal Services) Discussion regarding assuming all roads from Lee County within Estero with the exception ofEstero Parkway east of Three Oaks Parkway, Corkscrew Road, Three Oaks Parkway, and Ben...","Assumption of Road Maintenance Responsibilities (Municipal Services) Discussion regarding assuming all roads from Lee County within Estero with the exception ofEstero Parkway east of Three Oaks Parkway, Corkscrew Road, Three Oaks Parkway, and Ben Hill Gri. Action: No formal action recorded. Assumption of Road Maintenance Responsibilities (Municipal Services) Discussion regarding assuming all roads from Lee County within Estero with the exception ofEstero Parkway east of Three Oaks Parkway, Co...","No formal action recorded. Assumption of Road Maintenance Responsibilities (Municipal Services) Discussion regarding assuming all roads from Lee County within Estero with the exception ofEstero Parkway east of Three Oaks Parkway, Corkscrew Road, Three Oaks Parkway, and Ben Hill Griffin Parkway. Three options for transition related to natural resources, animal services, and road maintenance were also discussed. Questions or Comments by: Vice Mayor Levitan, Councilmembers Boesch, Ribble, Wilson, Errington, and Mayor Batos","No formal action recorded. Assumption of Road Maintenance Responsibilities (Municipal Services) Discussion regarding assuming all roads from Lee County within Estero with the exception ofEstero Parkway east of Three Oaks Parkway, Corkscrew Road, Three Oaks Parkway, and Ben Hill Griffin Parkway. Three options for transition related to natural resources, animal services, and road maintenance were also discussed. Questions or Comments by: Vice Mayor Levitan, Councilmembers Boesch, Ribble, Wilson, Errington, and Mayor Batos",,,,,Lee County within Estero with the exception ofEstero Parkway east of Three Oaks Parkway,,,Corkscrew Road Widening Corridor,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,0.9,,083116 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/083116%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2022-09-21,2022-09-21,2022,Accepted,1607,13,Ordinance,"Rezoning - Village-owned property at the northeast corner of Corkscrew Road and US 41. No ex parte communication or conflicts of interest were noted. Ordinance No. 2022-08 An Ordinance of the Village Council of the Village of Estero, Florida, Cons...","Rezoning - Village-owned property at the northeast corner of Corkscrew Road and US 41. No ex parte communication or conflicts of interest were noted. Ordinance No. 2022-08 An Ordinance of the Village Council of the Village of Estero, Florida, Considering . Action: Approved Ordinance No. 2022-08",Approved Ordinance No. 2022-08,Approved Ordinance No. 2022-08,Approved Ordinance No. 2022-08,,,Detected,,Ordinance No. 2022-08,,Corkscrew Road Widening Corridor,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,0.9,TD/CS,09212022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09212022%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-06-13,2023-06-13,2023,Accepted,973,5,Vote,Estero Bay Chevrolet Auto Dealership Lighting Upgrade - Deviation (Case TBD) (District 5) 10640 Chevrolet Way Located south of Corkscrew Road and next to the I-75 southbound entrance ramp and north of Corkscrew Woodlands. Applicant seeks a deviati...,Estero Bay Chevrolet Auto Dealership Lighting Upgrade - Deviation (Case TBD) (District 5) 10640 Chevrolet Way Located south of Corkscrew Road and next to the I-75 southbound entrance ramp and north of Corkscrew Woodlands. Applicant seeks a deviation from . Action: continued due to the lack of time,continued due to the lack of time,continued due to the lack of time,continued due to the lack of time,,,Detected,,,5,Corkscrew Woodlands Subdivision,Corkscrew Woodlands Subdivision,26.424061060167862,-81.77959546794243,0.85,null,06132023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/06132023%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Eugenia Chojnowski Mobile Home Variance (VAR2021-E001) (District 5) Located in Corkscrew Woodlands at 10825 Little Heron Circle. Applicant seeks a variance from the 10-foot setback between mobile homes. Due to the placement of the mobile home on t...,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2021-05-11,2021-05-11,2021,Accepted,750,2,Vote,Eugenia Chojnowski Mobile Home Variance (VAR2021-E001) (District 5) Located in Corkscrew Woodlands at 10825 Little Heron Circle. Applicant seeks a variance from the 10-foot setback between mobile homes. Due to the placement of the mobile home on t...,Eugenia Chojnowski Mobile Home Variance (VAR2021-E001) (District 5) Located in Corkscrew Woodlands at 10825 Little Heron Circle. Applicant seeks a variance from the 10-foot setback between mobile homes. Due to the placement of the mobile home on the parce. Action: Approved to delegate this matter back to staff and have staff deal with this administratively,Approved to delegate this matter back to staff and have staff deal with this administratively,Approved to delegate this matter back to staff and have staff deal with this administratively,Approved to delegate this matter back to staff and have staff deal with this administratively,,,See minutes,,,5,Corkscrew Woodlands Subdivision,Corkscrew Woodlands Subdivision,26.424061060167862,-81.77959546794243,0.85,null,05112021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/05112021%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Wildcat Run Clubhouse - Development Order (DOS2023-E007) (District 7) 20300 Country Club Drive,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-08-22,2023-08-22,2023,Accepted,1367,5,Public Comment,Wildcat Run Clubhouse - Development Order (DOS2023-E007) (District 7) 20300 Country Club Drive,"Wildcat Run Clubhouse - Development Order (DOS2023-E007) (District 7) 20300 Country Club Drive. Action: No formal action recorded. Wildcat Run Clubhouse - Development Order (DOS2023-E007) (District 7) 20300 Country Club Drive Staff Presentation/Comments Mary Gibbs, Community Development Director Jim Hart, Development Review Manager Presentation/Information by Dakota Bernal, Agnoli, Barber & Brundage Inc. Brent Guillot, RLA, Agnoli, Barber & Brundage Inc. Public Comment None.  Board Questions...","No formal action recorded. Wildcat Run Clubhouse - Development Order (DOS2023-E007) (District 7) 20300 Country Club Drive Staff Presentation/Comments Mary Gibbs, Community Development Director Jim Hart, Development Review Manager Presentation/Information by Dakota Bernal, Agnoli, Barber & Brundage Inc. Brent Guillot, RLA, Agnoli, Barber & Brundage Inc. Public Comment None.  Board Questions or Comments Board Members Jones, Sheeley, Jeannin, Wallace, and Vice Chairman Gargano","No formal action recorded. Wildcat Run Clubhouse - Development Order (DOS2023-E007) (District 7) 20300 Country Club Drive Staff Presentation/Comments Mary Gibbs, Community Development Director Jim Hart, Development Review Manager Presentation/Information by Dakota Bernal, Agnoli, Barber & Brundage Inc. Brent Guillot, RLA, Agnoli, Barber & Brundage Inc. Public Comment None.  Board Questions or Comments Board Members Jones, Sheeley, Jeannin, Wallace, and Vice Chairman Gargano",,,,,,DOS2023-E007,7,Cypress Cove at Wildcat Run Condominium,Cypress Cove at Wildcat Run Condominium,26.44468674839979,-81.74528909824977,0.85,null,08222023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/08222023%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Estero Parkway Improvements,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2025-07-08,2025-07-08,2025,Pending,1185,1,Vote,Eagle Walk (Coastal Village) Monument Signs (LDO2025-E020) (District 6) Located north of Estero Parkway between Three Oaks Parkway and I-75. No ex parte communication or conflicts of interest were noted. Board Member Jones and Vice Chairman Sheele...,Eagle Walk (Coastal Village) Monument Signs (LDO2025-E020) (District 6) Located north of Estero Parkway between Three Oaks Parkway and I-75. No ex parte communication or conflicts of interest were noted. Board Member Jones and Vice Chairman Sheeley disclo. Action: Approved the monument sign subject to further negotiations on the location,Approved the monument sign subject to further negotiations on the location,Approved the monument sign subject to further negotiations on the location,Approved the monument sign subject to further negotiations on the location,,,See minutes,,LDO2025-E020,6,"Estero Parkway & Three Oaks Parkway, Estero, FL","Estero Parkway & Three Oaks Parkway, Estero, FL",26.449389004358,-81.788946037082,1.0,null,07082025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/07082025%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Approval of Estero Sports Park Master Plan and authorization to submit the infrastructure plan for permits to the SFWMD,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2025-01-22,2025-01-22,2025,Accepted,123,3,Vote,Approval of Estero Sports Park Master Plan and authorization to submit the infrastructure plan for permits to the SFWMD,Approval of Estero Sports Park Master Plan and authorization to submit the infrastructure plan for permits to the SFWMD. Action: Approved the Alternate Master Plan,Approved the Alternate Master Plan,Approved the Alternate Master Plan,Approved the Alternate Master Plan,,,Detected,,,,"Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL","Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL",26.422098,-81.802186,0.95,TD/CS,01222025 Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/01222025%20Minutes.pdf,AgendaItemLocation,1,true,
Greater Estero Virtual Information Center (GEVIC),"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2022-03-02,2022-03-02,2022,Accepted,328,8,Public Comment,Greater Estero Virtual Information Center (GEVIC),"Greater Estero Virtual Information Center (GEVIC). Action: No formal action recorded. Greater Estero Virtual Information Center (GEVIC) Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by: Barry Freedman George Zalucki  James Shields Public Comments Joe Miceli, Rookery Pointe Council Questions or Comments Councilmembers Boesch, Wilson, Ward, Ribble, Vice Mayor McLain, and Mayor Errington","No formal action recorded. Greater Estero Virtual Information Center (GEVIC) Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by: Barry Freedman George Zalucki  James Shields Public Comments Joe Miceli, Rookery Pointe Council Questions or Comments Councilmembers Boesch, Wilson, Ward, Ribble, Vice Mayor McLain, and Mayor Errington","No formal action recorded. Greater Estero Virtual Information Center (GEVIC) Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by: Barry Freedman George Zalucki  James Shields Public Comments Joe Miceli, Rookery Pointe Council Questions or Comments Councilmembers Boesch, Wilson, Ward, Ribble, Vice Mayor McLain, and Mayor Errington",,,,,,,,Heatherstone at Rookery Pointe Subdivision,Heatherstone at Rookery Pointe Subdivision,26.447607197915094,-81.79310346599338,0.85,TD/CS,03022022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/03022022%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2022-07-06,2022-07-06,2022,Accepted,1157,9,Ordinance,"Ordinance No. 2022-07 Comprehensive Plan Amendment - Village Owned Property at Northeast Corner of US 41 and Corkscrew Road An Ordinance of the Village Council of the Village of Estero, Florida, Adopting an Amendment to the Village of Estero Compr...","Ordinance No. 2022-07 Comprehensive Plan Amendment - Village Owned Property at Northeast Corner of US 41 and Corkscrew Road An Ordinance of the Village Council of the Village of Estero, Florida, Adopting an Amendment to the Village of Estero Comprehensive. Action: Passed Ordinance No. 2022-07 on the first reading",Passed Ordinance No. 2022-07 on the first reading,Passed Ordinance No. 2022-07 on the first reading,Passed Ordinance No. 2022-07 on the first reading,,,Detected,,Ordinance No. 2022-07,,"Northeast corner of US 41 and Corkscrew Road, Estero, FL","Northeast corner of US 41 and Corkscrew Road, Estero, FL",26.432555,-81.80817,1.0,TD/CS,07062022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/07062022%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2022-09-21,2022-09-21,2022,Accepted,1606,12,Ordinance,"Comprehensive Plan Amendment - Village Owned Property at Northeast Corner of US 41 and Corkscrew Road Ordinance No. 2022-07 An Ordinance of the Village Council of the Village of Estero, Florida, Adopting an Amendment to the Village of Estero Compr...","Comprehensive Plan Amendment - Village Owned Property at Northeast Corner of US 41 and Corkscrew Road Ordinance No. 2022-07 An Ordinance of the Village Council of the Village of Estero, Florida, Adopting an Amendment to the Village of Estero Comprehensive. Action: Approved Ordinance No. 2022-07",Approved Ordinance No. 2022-07,Approved Ordinance No. 2022-07,Approved Ordinance No. 2022-07,,,Detected,,Ordinance No. 2022-07,,"Northeast corner of US 41 and Corkscrew Road, Estero, FL","Northeast corner of US 41 and Corkscrew Road, Estero, FL",26.432555,-81.80817,1.0,TD/CS,09212022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09212022%20minutes.pdf,AgendaItemLocation,1,true,
"River Ranch Road Improvements - Planning, Design, and Permitting Contract (CN-2019-04)","Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2020-01-08,2020-01-08,2020,Accepted,2501,8,Contract Approval,"River Ranch Road Improvements - Planning, Design, and Permitting Contract (CN-2019-04)","River Ranch Road Improvements - Planning, Design, and Permitting Contract (CN-2019-04). Action: No formal action recorded. River Ranch Road Improvements - Planning, Design, and Permitting Contract (CN-2019-04) Staff Presentation/Comments: Village Manager Sarkozy. Council Questions or Comments: None. Public Comment: None. Motion: Move to","No formal action recorded. River Ranch Road Improvements - Planning, Design, and Permitting Contract (CN-2019-04) Staff Presentation/Comments: Village Manager Sarkozy. Council Questions or Comments: None. Public Comment: None. Motion: Move to","No formal action recorded. River Ranch Road Improvements - Planning, Design, and Permitting Contract (CN-2019-04) Staff Presentation/Comments: Village Manager Sarkozy. Council Questions or Comments: None. Public Comment: None. Motion: Move to",Motion: Move to,,,Detected,,,,"River Ranch Road from Williams Road to Corkscrew Road, Estero, FL","River Ranch Road from Williams Road to Corkscrew Road, Estero, FL",26.425785502152,-81.794620501714,0.95,,2020-01-08 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-01-08%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Special Exception & Limited Development Order - Riverwoods Plantation Pickleball Courts - Applicant is seeking a Special Exception in the RM-2 Zoning District to add pickleball as a permitted amenity. - Limited Development Order for the constructi...,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2022-06-14,2022-06-14,2022,Accepted,979,6,Public Comment,Special Exception & Limited Development Order - Riverwoods Plantation Pickleball Courts - Applicant is seeking a Special Exception in the RM-2 Zoning District to add pickleball as a permitted amenity. - Limited Development Order for the constructi...,Special Exception & Limited Development Order - Riverwoods Plantation Pickleball Courts - Applicant is seeking a Special Exception in the RM-2 Zoning District to add pickleball as a permitted amenity. - Limited Development Order for the construction of 4 . Action: No formal action recorded. Special Exception & Limited Development Order - Riverwoods Plantation Pickleball Courts - Applicant is seeking a Special Exception in the RM-2 Zoning District to add pickleball as a permitted amenity. - Li...,"No formal action recorded. Special Exception & Limited Development Order - Riverwoods Plantation Pickleball Courts - Applicant is seeking a Special Exception in the RM-2 Zoning District to add pickleball as a permitted amenity. - Limited Development Order for the construction of 4 pickleball courts. Staff Presentation/Comments Mary Gibbs, Community Development Director Jim Hart, Development Review Manager Presentation/Information by Roger Haab, Riverwood Kathleen Gunning, Riverwoods Plantation Director Public Comment None. Board Questions or Comments Board Members Naratil, Jones, Wallace, Jeannin, and Chairman Wood","No formal action recorded. Special Exception & Limited Development Order - Riverwoods Plantation Pickleball Courts - Applicant is seeking a Special Exception in the RM-2 Zoning District to add pickleball as a permitted amenity. - Limited Development Order for the construction of 4 pickleball courts. Staff Presentation/Comments Mary Gibbs, Community Development Director Jim Hart, Development Review Manager Presentation/Information by Roger Haab, Riverwood Kathleen Gunning, Riverwoods Plantation Director Public Comment None. Board Questions or Comments Board Members Naratil, Jones, Wallace, Jeannin, and Chairman Wood",,,,,,,,Riverwoods Plantation Condominium,Riverwoods Plantation Condominium,26.44551087014053,-81.83135830974891,0.85,null,06142022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/06142022%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
"Resolution No. 2025-07 Shadow Wood Lifestyle Center Final Plan Approval A Resolution of the Village Council of the Village of Estero, Florida, Approving with Conditions the Final Plan Approval and One Deviation for The Shadow Wood Country Club Lif...","Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2025-05-21,2025-05-21,2025,Accepted,850,4,Resolution,"Resolution No. 2025-07 Shadow Wood Lifestyle Center Final Plan Approval A Resolution of the Village Council of the Village of Estero, Florida, Approving with Conditions the Final Plan Approval and One Deviation for The Shadow Wood Country Club Lif...","Resolution No. 2025-07 Shadow Wood Lifestyle Center Final Plan Approval A Resolution of the Village Council of the Village of Estero, Florida, Approving with Conditions the Final Plan Approval and One Deviation for The Shadow Wood Country Club Lifestyle C. Action: Approved Zoning Resolution No. 2025-07",Approved Zoning Resolution No. 2025-07,Approved Zoning Resolution No. 2025-07,Approved Zoning Resolution No. 2025-07,,,Detected,Conditions the Final Plan Approval and One Deviation,Resolution No. 2025-07,,"Shadow Wood Country Club Lifestyle Center, Estero, FL","Shadow Wood Country Club Lifestyle Center, Estero, FL",26.407365,-81.789795,0.95,TD/CS,05212025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/05212025.pdf,AgendaItemLocation,1,true,
"Shadow Wood C.C. Lifestyle Center (DOS2025-E004) (District 6) 22801 Oakwilde Boulevard, located in the development next to the Shadow Wood clubhouse. No ex parte communication or conflicts of interest were noted","Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2025-08-12,2025-08-12,2025,Pending,1341,1,Vote,"Shadow Wood C.C. Lifestyle Center (DOS2025-E004) (District 6) 22801 Oakwilde Boulevard, located in the development next to the Shadow Wood clubhouse. No ex parte communication or conflicts of interest were noted","Shadow Wood C.C. Lifestyle Center (DOS2025-E004) (District 6) 22801 Oakwilde Boulevard, located in the development next to the Shadow Wood clubhouse. No ex parte communication or conflicts of interest were noted. Action: Approved the Development Order with staff stipulations",Approved the Development Order with staff stipulations,Approved the Development Order with staff stipulations,Approved the Development Order with staff stipulations,,,See minutes,,DOS2025-E004,6,"Shadow Wood, Estero, FL","Shadow Wood, Estero, FL",26.4099337,-81.7949565,0.9,null,08122025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/08122025%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
"Shadow Wood C.C. Lifestyle Center (Pending submittal) (District 6) 22801 Oakwilde Boulevard, located in the development next to the Shadow Wood clubhouse","Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2025-02-11,2025-02-11,2025,Pending,228,6,Public Comment,"Shadow Wood C.C. Lifestyle Center (Pending submittal) (District 6) 22801 Oakwilde Boulevard, located in the development next to the Shadow Wood clubhouse","Shadow Wood C.C. Lifestyle Center (Pending submittal) (District 6) 22801 Oakwilde Boulevard, located in the development next to the Shadow Wood clubhouse. Action: No formal action recorded. Shadow Wood C.C. Lifestyle Center (Pending submittal) (District 6) 22801 Oakwilde Boulevard, located in the development next to the Shadow Wood clubhouse. Staff Presentation/Comments Mary Gibbs, Community Development Director Nancy Stroud, Land Use Attorney Presentation/Information by Adrian Karapici, AM D...","No formal action recorded. Shadow Wood C.C. Lifestyle Center (Pending submittal) (District 6) 22801 Oakwilde Boulevard, located in the development next to the Shadow Wood clubhouse. Staff Presentation/Comments Mary Gibbs, Community Development Director Nancy Stroud, Land Use Attorney Presentation/Information by Adrian Karapici, AM Design Group Blair A. Foley, PE, Blair A. Foley, PE LLC Public Comment None. Board Questions or Comments Board Members Jones, Wallace, Jeannin, and Vice Chairman Sheeley. 7","No formal action recorded. Shadow Wood C.C. Lifestyle Center (Pending submittal) (District 6) 22801 Oakwilde Boulevard, located in the development next to the Shadow Wood clubhouse. Staff Presentation/Comments Mary Gibbs, Community Development Director Nancy Stroud, Land Use Attorney Presentation/Information by Adrian Karapici, AM Design Group Blair A. Foley, PE, Blair A. Foley, PE LLC Public Comment None. Board Questions or Comments Board Members Jones, Wallace, Jeannin, and Vice Chairman Sheeley. 7",,,,,,,6,"Shadow Wood, Estero, FL","Shadow Wood, Estero, FL",26.4099337,-81.7949565,0.9,null,02112025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/02112025%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
